Fault_Type,Fault_Location,Severity_Level,Module_Age_Years,Rectification_Action,Previous_Rectification_Action,Irradiance,Weather_Condition,Timestamp
Hotspot,String-3_Module-19,Critical,1,Replace Module,Inspection Done,304,Rainy,2023-02-26 22:00:00
Hotspot,String-3_Module-18,Medium,8,Inspect Cells,Inspection Done,665,Sunny,2023-01-01 13:00:00
Open Circuit,String-6_Module-7,Medium,3,Replace Connector,No Action,658,Sunny,2023-01-15 05:00:00
Shadowing,String-5_Module-14,High,6,Adjust Tilt,Inspection Done,631,Cloudy,2023-06-15 12:00:00
Shadowing,String-10_Module-13,Critical,3,Reinstall Module,No Action,969,Rainy,2023-04-06 01:00:00
Hotspot,String-5_Module-19,Medium,11,Inspect Cells,Inspect Cells,915,Cloudy,2023-04-22 02:00:00
Shadowing,String-4_Module-12,High,5,Adjust Tilt,No Action,973,Sunny,2023-03-10 11:00:00
Open Circuit,String-6_Module-20,Critical,13,Replace Module,Replace Module,818,Cloudy,2023-02-24 03:00:00
Shadowing,String-8_Module-9,High,14,Adjust Tilt,Inspection Done,962,Rainy,2023-01-30 16:00:00
Open Circuit,String-3_Module-14,High,13,Replace Wiring,Replace Wiring,420,Rainy,2023-06-01 11:00:00
Hotspot,String-2_Module-20,Low,7,Clean Panel,Inspection Done,578,Rainy,2023-06-18 06:00:00
Shadowing,String-5_Module-20,High,2,Adjust Tilt,No Action,421,Cloudy,2023-05-19 16:00:00
Hotspot,String-7_Module-10,High,6,Replace Panel Section,Replace Panel Section,457,Sunny,2023-02-08 02:00:00
Shadowing,String-7_Module-8,Critical,13,Reinstall Module,Inspection Done,912,Rainy,2023-01-03 17:00:00
Open Circuit,String-9_Module-6,Medium,6,Replace Connector,Inspection Done,566,Cloudy,2023-01-21 19:00:00
Open Circuit,String-2_Module-11,Critical,11,Replace Module,No Action,969,Sunny,2023-07-16 11:00:00
Shadowing,String-3_Module-5,Medium,3,Remove Obstruction,Remove Obstruction,548,Sunny,2023-06-28 23:00:00
Hotspot,String-10_Module-6,Medium,6,Inspect Cells,Inspection Done,424,Cloudy,2023-06-13 16:00:00
Shadowing,String-10_Module-17,Critical,10,Reinstall Module,No Action,913,Rainy,2023-03-28 17:00:00
Shadowing,String-9_Module-2,Low,10,Clean Panel,Inspection Done,937,Sunny,2023-04-04 17:00:00
Open Circuit,String-9_Module-1,Medium,14,Replace Connector,Replace Connector,435,Sunny,2023-01-25 13:00:00
Hotspot,String-4_Module-12,Medium,5,Inspect Cells,Inspection Done,382,Cloudy,2023-06-29 21:00:00
Shadowing,String-2_Module-12,Critical,12,Reinstall Module,Reinstall Module,911,Rainy,2023-04-22 09:00:00
Hotspot,String-6_Module-8,High,2,Replace Panel Section,No Action,957,Cloudy,2023-07-19 22:00:00
Short Circuit,String-7_Module-16,Critical,9,Replace Module,Inspection Done,643,Sunny,2023-04-02 05:00:00
Shadowing,String-1_Module-11,Medium,8,Remove Obstruction,No Action,822,Cloudy,2023-03-12 09:00:00
Shadowing,String-2_Module-4,High,3,Adjust Tilt,Inspection Done,205,Rainy,2023-07-24 13:00:00
Short Circuit,String-3_Module-17,High,8,Replace Wiring,Replace Wiring,435,Cloudy,2023-05-05 09:00:00
Open Circuit,String-6_Module-7,Medium,14,Replace Connector,Replace Connector,326,Sunny,2023-07-10 03:00:00
Short Circuit,String-8_Module-11,Low,9,Inspect Junction Box,Inspect Junction Box,303,Rainy,2023-04-20 05:00:00
Short Circuit,String-3_Module-14,Low,14,Inspect Junction Box,Inspect Junction Box,948,Sunny,2023-03-30 16:00:00
Short Circuit,String-9_Module-9,High,3,Replace Wiring,Replace Wiring,679,Cloudy,2023-04-09 11:00:00
Shadowing,String-10_Module-1,Low,3,Clean Panel,Inspection Done,354,Cloudy,2023-06-14 00:00:00
Hotspot,String-10_Module-4,Low,2,Clean Panel,Inspection Done,456,Rainy,2023-07-27 05:00:00
Open Circuit,String-6_Module-3,Critical,8,Replace Module,Replace Module,434,Cloudy,2023-02-22 06:00:00
Hotspot,String-10_Module-6,High,10,Replace Panel Section,Replace Panel Section,699,Sunny,2023-04-26 17:00:00
Short Circuit,String-10_Module-18,Low,1,Inspect Junction Box,Inspect Junction Box,488,Cloudy,2023-03-02 16:00:00
Short Circuit,String-8_Module-9,High,8,Replace Wiring,Inspection Done,709,Rainy,2023-05-31 04:00:00
Shadowing,String-6_Module-19,Critical,7,Reinstall Module,Reinstall Module,751,Cloudy,2023-01-13 12:00:00
Shadowing,String-5_Module-20,Low,14,Clean Panel,Clean Panel,999,Cloudy,2023-03-31 21:00:00
Short Circuit,String-9_Module-16,High,7,Replace Wiring,Replace Wiring,908,Sunny,2023-06-18 03:00:00
Open Circuit,String-3_Module-5,High,3,Replace Wiring,Inspection Done,984,Cloudy,2023-01-01 21:00:00
Hotspot,String-4_Module-10,Low,1,Clean Panel,Clean Panel,975,Cloudy,2023-02-08 10:00:00
Hotspot,String-8_Module-15,Medium,4,Inspect Cells,Inspection Done,768,Cloudy,2023-02-12 15:00:00
Open Circuit,String-6_Module-9,Low,9,Tighten Connection,No Action,497,Sunny,2023-06-07 19:00:00
Shadowing,String-5_Module-8,Medium,5,Remove Obstruction,Inspection Done,809,Cloudy,2023-01-25 11:00:00
Hotspot,String-6_Module-12,Critical,1,Replace Module,No Action,336,Sunny,2023-06-09 20:00:00
Hotspot,String-4_Module-11,Critical,5,Replace Module,No Action,575,Cloudy,2023-04-03 06:00:00
Shadowing,String-9_Module-11,High,13,Adjust Tilt,Adjust Tilt,286,Sunny,2023-05-08 16:00:00
Shadowing,String-6_Module-5,Medium,8,Remove Obstruction,Inspection Done,618,Rainy,2023-03-23 03:00:00
Short Circuit,String-9_Module-1,High,8,Replace Wiring,Replace Wiring,953,Cloudy,2023-07-18 16:00:00
Hotspot,String-5_Module-16,Critical,5,Replace Module,Inspection Done,398,Rainy,2023-05-04 14:00:00
Open Circuit,String-3_Module-17,Critical,12,Replace Module,No Action,662,Cloudy,2023-03-31 14:00:00
Open Circuit,String-4_Module-7,Medium,9,Replace Connector,No Action,636,Cloudy,2023-04-14 01:00:00
Shadowing,String-8_Module-4,Low,1,Clean Panel,No Action,509,Cloudy,2023-03-27 21:00:00
Shadowing,String-2_Module-9,Critical,4,Reinstall Module,Inspection Done,795,Rainy,2023-06-18 04:00:00
Shadowing,String-9_Module-12,Medium,3,Remove Obstruction,No Action,953,Cloudy,2023-04-20 00:00:00
Hotspot,String-4_Module-16,Low,2,Clean Panel,Inspection Done,480,Rainy,2023-04-07 17:00:00
Hotspot,String-8_Module-1,Critical,8,Replace Module,No Action,522,Sunny,2023-03-07 04:00:00
Shadowing,String-8_Module-12,Low,7,Clean Panel,No Action,963,Sunny,2023-01-11 15:00:00
Open Circuit,String-1_Module-13,Low,9,Tighten Connection,Inspection Done,901,Cloudy,2023-06-07 00:00:00
Hotspot,String-7_Module-20,Low,2,Clean Panel,Inspection Done,351,Cloudy,2023-03-02 18:00:00
Hotspot,String-7_Module-5,High,14,Replace Panel Section,No Action,501,Rainy,2023-02-07 11:00:00
Hotspot,String-10_Module-14,Medium,14,Inspect Cells,Inspection Done,477,Rainy,2023-06-01 22:00:00
Shadowing,String-7_Module-16,Medium,4,Remove Obstruction,No Action,850,Cloudy,2023-03-23 23:00:00
Hotspot,String-10_Module-14,High,14,Replace Panel Section,Inspection Done,887,Rainy,2023-01-16 12:00:00
Shadowing,String-3_Module-18,Low,6,Clean Panel,No Action,207,Cloudy,2023-07-03 18:00:00
Short Circuit,String-4_Module-12,High,11,Replace Wiring,No Action,434,Sunny,2023-02-06 08:00:00
Short Circuit,String-4_Module-2,Low,3,Inspect Junction Box,Inspect Junction Box,874,Sunny,2023-07-26 00:00:00
Shadowing,String-5_Module-20,High,8,Adjust Tilt,Adjust Tilt,760,Sunny,2023-03-19 09:00:00
Shadowing,String-6_Module-16,Critical,3,Reinstall Module,No Action,501,Rainy,2023-07-13 19:00:00
Shadowing,String-5_Module-17,Critical,14,Reinstall Module,Inspection Done,237,Sunny,2023-01-08 15:00:00
Short Circuit,String-8_Module-8,Low,12,Inspect Junction Box,No Action,335,Rainy,2023-05-05 07:00:00
Shadowing,String-7_Module-1,High,13,Adjust Tilt,No Action,620,Rainy,2023-06-25 07:00:00
Short Circuit,String-7_Module-8,High,13,Replace Wiring,Inspection Done,418,Sunny,2023-06-10 17:00:00
Hotspot,String-9_Module-13,Low,2,Clean Panel,Inspection Done,547,Sunny,2023-05-27 11:00:00
Open Circuit,String-3_Module-7,Low,13,Tighten Connection,Inspection Done,745,Sunny,2023-02-26 17:00:00
Open Circuit,String-3_Module-11,High,13,Replace Wiring,Inspection Done,278,Rainy,2023-02-24 07:00:00
Shadowing,String-8_Module-18,Low,3,Clean Panel,Inspection Done,947,Sunny,2023-07-13 17:00:00
Short Circuit,String-7_Module-11,High,11,Replace Wiring,Replace Wiring,472,Rainy,2023-06-04 02:00:00
Hotspot,String-4_Module-6,High,6,Replace Panel Section,Replace Panel Section,360,Cloudy,2023-05-08 22:00:00
Hotspot,String-2_Module-17,High,2,Replace Panel Section,No Action,886,Cloudy,2023-02-03 07:00:00
Hotspot,String-8_Module-7,Low,8,Clean Panel,Clean Panel,507,Sunny,2023-06-24 11:00:00
Open Circuit,String-4_Module-18,High,1,Replace Wiring,No Action,573,Sunny,2023-07-04 06:00:00
Open Circuit,String-7_Module-17,Medium,7,Replace Connector,Inspection Done,932,Cloudy,2023-04-13 17:00:00
Open Circuit,String-5_Module-13,High,2,Replace Wiring,No Action,208,Cloudy,2023-02-15 22:00:00
Short Circuit,String-9_Module-8,Low,10,Inspect Junction Box,Inspect Junction Box,643,Sunny,2023-03-09 16:00:00
Short Circuit,String-2_Module-4,High,12,Replace Wiring,No Action,312,Cloudy,2023-03-05 00:00:00
Shadowing,String-7_Module-1,Medium,6,Remove Obstruction,No Action,404,Rainy,2023-03-08 18:00:00
Open Circuit,String-8_Module-16,Critical,12,Replace Module,Replace Module,604,Cloudy,2023-01-16 18:00:00
Open Circuit,String-8_Module-14,Critical,2,Replace Module,Inspection Done,897,Rainy,2023-02-07 00:00:00
Short Circuit,String-10_Module-12,Critical,2,Replace Module,No Action,396,Cloudy,2023-01-01 21:00:00
Shadowing,String-2_Module-14,Critical,10,Reinstall Module,Reinstall Module,977,Rainy,2023-03-05 07:00:00
Open Circuit,String-5_Module-18,Critical,13,Replace Module,No Action,973,Sunny,2023-06-28 16:00:00
Shadowing,String-2_Module-17,Low,8,Clean Panel,Clean Panel,959,Rainy,2023-05-14 02:00:00
Short Circuit,String-3_Module-13,Low,12,Inspect Junction Box,Inspection Done,314,Sunny,2023-04-12 12:00:00
Hotspot,String-7_Module-15,Critical,2,Replace Module,Inspection Done,320,Cloudy,2023-04-12 21:00:00
Open Circuit,String-6_Module-8,Low,7,Tighten Connection,No Action,852,Cloudy,2023-07-27 22:00:00
Open Circuit,String-1_Module-19,Critical,3,Replace Module,Inspection Done,264,Cloudy,2023-06-16 01:00:00
Open Circuit,String-6_Module-4,Medium,8,Replace Connector,No Action,475,Cloudy,2023-07-23 11:00:00
Shadowing,String-2_Module-12,Low,7,Clean Panel,Inspection Done,438,Sunny,2023-07-10 16:00:00
Open Circuit,String-3_Module-19,Medium,14,Replace Connector,Inspection Done,501,Cloudy,2023-05-14 13:00:00
Shadowing,String-3_Module-4,Low,8,Clean Panel,Clean Panel,591,Cloudy,2023-04-24 08:00:00
Short Circuit,String-7_Module-5,Low,14,Inspect Junction Box,No Action,721,Rainy,2023-04-27 08:00:00
Short Circuit,String-3_Module-4,Critical,7,Replace Module,No Action,568,Sunny,2023-05-25 12:00:00
Open Circuit,String-9_Module-1,Critical,11,Replace Module,Replace Module,432,Cloudy,2023-02-18 07:00:00
Short Circuit,String-4_Module-17,Medium,6,Replace Fuse,Inspection Done,394,Cloudy,2023-04-12 17:00:00
Short Circuit,String-6_Module-15,Low,13,Inspect Junction Box,Inspect Junction Box,211,Sunny,2023-03-23 16:00:00
Hotspot,String-6_Module-9,Low,7,Clean Panel,Clean Panel,888,Cloudy,2023-05-09 19:00:00
Short Circuit,String-3_Module-3,High,5,Replace Wiring,No Action,376,Sunny,2023-04-14 20:00:00
Open Circuit,String-4_Module-7,Low,7,Tighten Connection,Inspection Done,416,Sunny,2023-01-30 14:00:00
Hotspot,String-10_Module-16,High,1,Replace Panel Section,Inspection Done,210,Rainy,2023-07-13 06:00:00
Open Circuit,String-8_Module-4,Medium,1,Replace Connector,Inspection Done,645,Cloudy,2023-06-18 04:00:00
Shadowing,String-1_Module-7,Low,9,Clean Panel,Inspection Done,829,Cloudy,2023-01-12 03:00:00
Hotspot,String-1_Module-19,Critical,14,Replace Module,Replace Module,363,Rainy,2023-04-14 13:00:00
Open Circuit,String-7_Module-1,Medium,5,Replace Connector,Inspection Done,750,Cloudy,2023-04-23 15:00:00
Open Circuit,String-4_Module-18,Critical,13,Replace Module,Inspection Done,252,Cloudy,2023-07-21 14:00:00
Hotspot,String-7_Module-18,Medium,5,Inspect Cells,Inspect Cells,417,Sunny,2023-03-30 08:00:00
Open Circuit,String-8_Module-14,Critical,3,Replace Module,Replace Module,917,Cloudy,2023-01-21 16:00:00
Open Circuit,String-5_Module-11,Critical,5,Replace Module,No Action,559,Cloudy,2023-07-20 09:00:00
Shadowing,String-8_Module-8,Medium,3,Remove Obstruction,Inspection Done,584,Sunny,2023-01-16 05:00:00
Short Circuit,String-10_Module-14,Medium,9,Replace Fuse,Replace Fuse,255,Sunny,2023-06-04 00:00:00
Hotspot,String-2_Module-1,Critical,9,Replace Module,Replace Module,317,Cloudy,2023-04-14 03:00:00
Hotspot,String-8_Module-7,Low,6,Clean Panel,Clean Panel,452,Rainy,2023-02-09 23:00:00
Open Circuit,String-6_Module-10,High,1,Replace Wiring,No Action,997,Cloudy,2023-02-25 08:00:00
Shadowing,String-10_Module-12,Low,7,Clean Panel,Inspection Done,979,Cloudy,2023-07-17 21:00:00
Hotspot,String-2_Module-4,Critical,7,Replace Module,No Action,379,Cloudy,2023-01-18 11:00:00
Shadowing,String-8_Module-12,Critical,14,Reinstall Module,Reinstall Module,614,Cloudy,2023-04-09 23:00:00
Hotspot,String-3_Module-17,Critical,10,Replace Module,Replace Module,434,Cloudy,2023-07-12 22:00:00
Shadowing,String-10_Module-7,Medium,10,Remove Obstruction,Remove Obstruction,907,Sunny,2023-04-12 01:00:00
Hotspot,String-4_Module-19,High,4,Replace Panel Section,No Action,279,Rainy,2023-01-04 13:00:00
Hotspot,String-7_Module-1,Critical,8,Replace Module,Replace Module,846,Rainy,2023-05-29 02:00:00
Shadowing,String-7_Module-3,Medium,6,Remove Obstruction,Inspection Done,221,Rainy,2023-03-16 13:00:00
Short Circuit,String-1_Module-20,Critical,4,Replace Module,Replace Module,676,Rainy,2023-06-01 03:00:00
Shadowing,String-6_Module-15,Critical,4,Reinstall Module,Inspection Done,639,Cloudy,2023-01-14 22:00:00
Short Circuit,String-4_Module-16,Critical,2,Replace Module,Replace Module,936,Sunny,2023-06-09 21:00:00
Short Circuit,String-2_Module-2,Critical,14,Replace Module,Inspection Done,769,Sunny,2023-05-30 10:00:00
Short Circuit,String-9_Module-20,High,2,Replace Wiring,No Action,292,Sunny,2023-05-24 04:00:00
Short Circuit,String-7_Module-18,Medium,12,Replace Fuse,No Action,391,Rainy,2023-02-27 07:00:00
Hotspot,String-4_Module-8,Medium,14,Inspect Cells,No Action,302,Sunny,2023-01-18 17:00:00
Short Circuit,String-4_Module-9,Medium,4,Replace Fuse,Inspection Done,595,Rainy,2023-04-06 13:00:00
Shadowing,String-1_Module-13,Low,5,Clean Panel,Inspection Done,206,Cloudy,2023-07-13 04:00:00
Hotspot,String-7_Module-20,Medium,8,Inspect Cells,No Action,839,Rainy,2023-04-28 08:00:00
Short Circuit,String-9_Module-13,Medium,6,Replace Fuse,Replace Fuse,766,Cloudy,2023-04-21 06:00:00
Short Circuit,String-9_Module-11,High,14,Replace Wiring,No Action,430,Sunny,2023-03-24 18:00:00
Shadowing,String-5_Module-9,Low,4,Clean Panel,Clean Panel,773,Sunny,2023-07-01 06:00:00
Hotspot,String-6_Module-8,High,13,Replace Panel Section,Replace Panel Section,439,Rainy,2023-02-06 09:00:00
Open Circuit,String-6_Module-12,Low,11,Tighten Connection,No Action,289,Cloudy,2023-04-17 03:00:00
Short Circuit,String-8_Module-14,Low,7,Inspect Junction Box,No Action,431,Cloudy,2023-04-14 07:00:00
Short Circuit,String-8_Module-18,High,8,Replace Wiring,No Action,656,Cloudy,2023-05-25 19:00:00
Shadowing,String-3_Module-2,Critical,2,Reinstall Module,Inspection Done,432,Sunny,2023-03-20 01:00:00
Short Circuit,String-2_Module-16,Medium,12,Replace Fuse,No Action,553,Sunny,2023-01-12 16:00:00
Open Circuit,String-7_Module-7,High,7,Replace Wiring,Replace Wiring,532,Rainy,2023-07-22 00:00:00
Short Circuit,String-8_Module-6,Critical,14,Replace Module,Inspection Done,638,Rainy,2023-06-27 06:00:00
Shadowing,String-5_Module-6,Medium,2,Remove Obstruction,No Action,574,Rainy,2023-04-16 17:00:00
Hotspot,String-2_Module-16,Critical,2,Replace Module,Inspection Done,491,Sunny,2023-07-17 02:00:00
Shadowing,String-7_Module-1,High,8,Adjust Tilt,No Action,544,Cloudy,2023-03-22 00:00:00
Short Circuit,String-9_Module-1,Medium,2,Replace Fuse,Inspection Done,863,Rainy,2023-06-10 18:00:00
Open Circuit,String-1_Module-6,Low,11,Tighten Connection,No Action,627,Cloudy,2023-06-29 21:00:00
Shadowing,String-2_Module-5,High,9,Adjust Tilt,Inspection Done,856,Cloudy,2023-01-08 05:00:00
Short Circuit,String-1_Module-3,Medium,12,Replace Fuse,Inspection Done,329,Rainy,2023-06-16 22:00:00
Hotspot,String-2_Module-13,High,1,Replace Panel Section,Replace Panel Section,340,Cloudy,2023-04-05 00:00:00
Shadowing,String-2_Module-2,Medium,9,Remove Obstruction,Inspection Done,614,Rainy,2023-04-02 20:00:00
Shadowing,String-6_Module-1,Critical,1,Reinstall Module,Reinstall Module,292,Sunny,2023-02-03 08:00:00
Hotspot,String-10_Module-15,Medium,10,Inspect Cells,Inspection Done,825,Cloudy,2023-03-28 07:00:00
Hotspot,String-7_Module-2,Medium,13,Inspect Cells,No Action,483,Sunny,2023-06-14 06:00:00
Hotspot,String-4_Module-7,High,10,Replace Panel Section,Inspection Done,854,Rainy,2023-01-05 13:00:00
Hotspot,String-9_Module-7,Critical,2,Replace Module,No Action,422,Sunny,2023-05-16 19:00:00
Open Circuit,String-5_Module-11,Critical,6,Replace Module,No Action,943,Sunny,2023-06-02 00:00:00
Short Circuit,String-8_Module-3,Medium,6,Replace Fuse,Replace Fuse,662,Sunny,2023-04-02 10:00:00
Hotspot,String-8_Module-1,Low,1,Clean Panel,Inspection Done,744,Rainy,2023-02-02 15:00:00
Hotspot,String-10_Module-14,Low,7,Clean Panel,No Action,475,Rainy,2023-06-19 10:00:00
Shadowing,String-3_Module-12,Medium,8,Remove Obstruction,Inspection Done,881,Sunny,2023-01-26 03:00:00
Short Circuit,String-3_Module-18,Low,2,Inspect Junction Box,Inspection Done,339,Sunny,2023-05-01 10:00:00
Short Circuit,String-3_Module-19,Medium,8,Replace Fuse,Inspection Done,556,Sunny,2023-06-03 14:00:00
Open Circuit,String-4_Module-16,High,9,Replace Wiring,Inspection Done,912,Rainy,2023-07-19 20:00:00
Hotspot,String-6_Module-18,Medium,6,Inspect Cells,No Action,222,Rainy,2023-05-07 23:00:00
Hotspot,String-4_Module-20,Low,5,Clean Panel,Clean Panel,935,Sunny,2023-06-01 10:00:00
Open Circuit,String-1_Module-15,High,12,Replace Wiring,No Action,469,Rainy,2023-04-25 02:00:00
Shadowing,String-5_Module-6,High,9,Adjust Tilt,No Action,864,Rainy,2023-04-13 01:00:00
Shadowing,String-3_Module-13,Medium,13,Remove Obstruction,Remove Obstruction,532,Rainy,2023-02-14 11:00:00
Hotspot,String-4_Module-3,Low,12,Clean Panel,Inspection Done,284,Rainy,2023-03-02 16:00:00
Hotspot,String-4_Module-14,Critical,11,Replace Module,Replace Module,820,Rainy,2023-06-07 09:00:00
Shadowing,String-4_Module-10,Medium,9,Remove Obstruction,Remove Obstruction,230,Cloudy,2023-03-09 10:00:00
Hotspot,String-9_Module-16,High,1,Replace Panel Section,Replace Panel Section,940,Rainy,2023-02-26 05:00:00
Shadowing,String-6_Module-13,High,11,Adjust Tilt,No Action,439,Cloudy,2023-04-15 22:00:00
Short Circuit,String-10_Module-2,Low,3,Inspect Junction Box,Inspection Done,562,Sunny,2023-03-19 06:00:00
Hotspot,String-3_Module-10,Low,9,Clean Panel,Clean Panel,588,Rainy,2023-06-10 17:00:00
Shadowing,String-1_Module-19,Low,11,Clean Panel,No Action,852,Rainy,2023-04-08 23:00:00
Open Circuit,String-6_Module-16,Low,2,Tighten Connection,Inspection Done,867,Cloudy,2023-03-19 20:00:00
Shadowing,String-3_Module-13,Critical,12,Reinstall Module,Reinstall Module,498,Sunny,2023-05-11 08:00:00
Short Circuit,String-10_Module-5,Medium,4,Replace Fuse,Replace Fuse,570,Cloudy,2023-01-12 06:00:00
Short Circuit,String-1_Module-20,Critical,4,Replace Module,No Action,298,Rainy,2023-01-29 20:00:00
Hotspot,String-6_Module-5,Low,2,Clean Panel,Inspection Done,246,Sunny,2023-06-09 07:00:00
Short Circuit,String-8_Module-6,Low,3,Inspect Junction Box,No Action,621,Rainy,2023-03-04 05:00:00
Shadowing,String-8_Module-11,High,13,Adjust Tilt,Adjust Tilt,679,Sunny,2023-05-24 17:00:00
Open Circuit,String-9_Module-9,Low,3,Tighten Connection,No Action,778,Rainy,2023-02-12 23:00:00
Short Circuit,String-9_Module-9,Medium,1,Replace Fuse,Inspection Done,261,Cloudy,2023-06-03 01:00:00
Hotspot,String-9_Module-8,Medium,6,Inspect Cells,Inspection Done,308,Sunny,2023-04-21 06:00:00
Shadowing,String-8_Module-3,Critical,8,Reinstall Module,Reinstall Module,878,Rainy,2023-05-01 11:00:00
Short Circuit,String-7_Module-6,Low,12,Inspect Junction Box,No Action,748,Sunny,2023-04-13 19:00:00
Shadowing,String-1_Module-2,Medium,3,Remove Obstruction,Remove Obstruction,318,Cloudy,2023-03-11 05:00:00
Short Circuit,String-1_Module-14,Low,5,Inspect Junction Box,No Action,797,Rainy,2023-04-13 14:00:00
Shadowing,String-5_Module-10,Critical,1,Reinstall Module,Inspection Done,581,Sunny,2023-02-19 17:00:00
Shadowing,String-6_Module-11,Critical,10,Reinstall Module,Inspection Done,591,Sunny,2023-03-30 16:00:00
Open Circuit,String-4_Module-4,High,7,Replace Wiring,Inspection Done,251,Sunny,2023-05-17 17:00:00
Shadowing,String-1_Module-14,Medium,10,Remove Obstruction,Inspection Done,802,Rainy,2023-06-01 04:00:00
Hotspot,String-10_Module-7,High,13,Replace Panel Section,No Action,488,Rainy,2023-04-15 08:00:00
Short Circuit,String-5_Module-11,Critical,1,Replace Module,No Action,536,Rainy,2023-03-14 08:00:00
Short Circuit,String-8_Module-18,High,12,Replace Wiring,Inspection Done,403,Sunny,2023-03-17 22:00:00
Hotspot,String-9_Module-4,Critical,11,Replace Module,No Action,437,Sunny,2023-03-17 13:00:00
Short Circuit,String-5_Module-11,Low,9,Inspect Junction Box,No Action,581,Cloudy,2023-03-26 20:00:00
Short Circuit,String-7_Module-10,Low,8,Inspect Junction Box,No Action,866,Sunny,2023-02-04 15:00:00
Short Circuit,String-5_Module-1,Medium,7,Replace Fuse,Replace Fuse,951,Cloudy,2023-07-14 13:00:00
Hotspot,String-3_Module-2,Medium,10,Inspect Cells,Inspect Cells,335,Rainy,2023-03-24 12:00:00
Short Circuit,String-2_Module-13,High,7,Replace Wiring,Replace Wiring,606,Sunny,2023-01-17 10:00:00
Short Circuit,String-2_Module-1,Medium,5,Replace Fuse,Replace Fuse,707,Sunny,2023-06-16 09:00:00
Open Circuit,String-9_Module-16,High,5,Replace Wiring,Replace Wiring,561,Cloudy,2023-01-19 11:00:00
Hotspot,String-3_Module-10,Low,11,Clean Panel,No Action,580,Cloudy,2023-04-27 08:00:00
Shadowing,String-10_Module-20,High,13,Adjust Tilt,No Action,775,Sunny,2023-02-23 08:00:00
Hotspot,String-6_Module-8,High,5,Replace Panel Section,No Action,834,Sunny,2023-06-24 07:00:00
Open Circuit,String-10_Module-3,Critical,1,Replace Module,No Action,453,Rainy,2023-03-27 03:00:00
Hotspot,String-4_Module-10,Low,8,Clean Panel,Inspection Done,676,Cloudy,2023-03-28 16:00:00
Open Circuit,String-8_Module-11,Critical,12,Replace Module,Replace Module,313,Sunny,2023-05-03 04:00:00
Shadowing,String-4_Module-6,Low,11,Clean Panel,Clean Panel,219,Cloudy,2023-06-25 18:00:00
Short Circuit,String-1_Module-14,High,1,Replace Wiring,No Action,727,Cloudy,2023-02-11 01:00:00
Shadowing,String-9_Module-12,Medium,4,Remove Obstruction,Inspection Done,344,Sunny,2023-05-28 15:00:00
Short Circuit,String-1_Module-15,High,9,Replace Wiring,No Action,407,Sunny,2023-05-29 18:00:00
Open Circuit,String-3_Module-2,High,14,Replace Wiring,Replace Wiring,730,Sunny,2023-04-18 07:00:00
Shadowing,String-7_Module-20,High,9,Adjust Tilt,Inspection Done,575,Rainy,2023-06-02 00:00:00
Shadowing,String-4_Module-14,Low,5,Clean Panel,No Action,703,Cloudy,2023-01-09 04:00:00
Open Circuit,String-2_Module-10,Low,4,Tighten Connection,No Action,365,Sunny,2023-05-23 12:00:00
Open Circuit,String-10_Module-5,Low,3,Tighten Connection,No Action,749,Rainy,2023-06-15 17:00:00
Open Circuit,String-7_Module-4,Medium,3,Replace Connector,Replace Connector,380,Sunny,2023-05-12 17:00:00
Short Circuit,String-8_Module-18,Low,12,Inspect Junction Box,Inspection Done,816,Cloudy,2023-05-01 06:00:00
Open Circuit,String-1_Module-12,High,5,Replace Wiring,Inspection Done,811,Cloudy,2023-01-13 00:00:00
Shadowing,String-9_Module-6,High,10,Adjust Tilt,Inspection Done,801,Cloudy,2023-05-10 18:00:00
Shadowing,String-1_Module-16,Medium,1,Remove Obstruction,No Action,643,Rainy,2023-02-23 06:00:00
Shadowing,String-9_Module-4,Medium,5,Remove Obstruction,Inspection Done,531,Sunny,2023-04-10 02:00:00
Shadowing,String-8_Module-7,Medium,6,Remove Obstruction,No Action,702,Rainy,2023-05-01 01:00:00
Shadowing,String-9_Module-8,High,7,Adjust Tilt,Adjust Tilt,278,Sunny,2023-01-10 19:00:00
Short Circuit,String-8_Module-17,Low,12,Inspect Junction Box,Inspection Done,784,Cloudy,2023-07-24 06:00:00
Hotspot,String-6_Module-10,Low,9,Clean Panel,Clean Panel,887,Rainy,2023-07-27 09:00:00
Short Circuit,String-5_Module-13,Critical,3,Replace Module,No Action,595,Cloudy,2023-06-14 02:00:00
Hotspot,String-9_Module-17,Low,2,Clean Panel,Clean Panel,807,Cloudy,2023-05-23 15:00:00
Shadowing,String-6_Module-16,High,14,Adjust Tilt,Inspection Done,302,Sunny,2023-02-04 11:00:00
Open Circuit,String-7_Module-2,Critical,3,Replace Module,Replace Module,601,Cloudy,2023-04-30 20:00:00
Hotspot,String-4_Module-3,Critical,12,Replace Module,Replace Module,423,Sunny,2023-06-21 22:00:00
Open Circuit,String-3_Module-1,Critical,9,Replace Module,Inspection Done,717,Sunny,2023-01-12 01:00:00
Short Circuit,String-7_Module-11,High,12,Replace Wiring,Replace Wiring,833,Rainy,2023-03-15 00:00:00
Short Circuit,String-8_Module-8,Critical,7,Replace Module,Replace Module,435,Rainy,2023-01-07 06:00:00
Short Circuit,String-9_Module-16,Low,9,Inspect Junction Box,Inspect Junction Box,626,Cloudy,2023-02-06 22:00:00
